taxonomy_version,centroid_index,parent_topic_slug,parent_topic_label,subtopic_slug,subtopic_label,description,support_count,support_quality,similarity_min,similarity_p05,similarity_p10,similarity_p25,similarity_median,similarity_mean,recommended_auto_threshold,source_project_law_ids
taxonomy_v2,16,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",protecao_e_bem_estar_animal,Proteção e bem-estar animal,"Iniciativas sobre prevenção de maus-tratos, proteção e bem-estar de animais, sobretudo animais de companhia.",88,strong,0.682317,0.755324,0.763458,0.809011,0.836637,0.831937,0.7535,1020;1155;1181;1251;1254;1273;1280;1347;1361;1458;1468;1563;1578;1618;1621;1628;1663;1675;1676;1687;1688;1703;1735;1766;183;1846;1920;1948;1954;1979;198;2064;2102;2115;222;2225;2400;2405;2454;2519;2663;2722;2737;2755;2814;2831;285;2859;3160;3273;3290;3349;3350;3409;3465;360;3604;3642;3758;3992;4165;4166;424;4255;4283;4317;4583;462;4671;4828;4884;4889;4927;51;5187;5213;5239;5468;5499;578;628;629;633;674;690;861;879;968
taxonomy_v2,17,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",residuos_biorresiduos_e_economia_circular,"Resíduos, biorresíduos e economia circular","Propostas sobre recolha seletiva, tratamento de resíduos e biorresíduos, cumprimento de metas ambientais e transição para economia circular.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,2314
taxonomy_v2,18,educacao_e_inclusao_social,Educação e Inclusão Social,acolhimento_familiar_e_adocao_de_criancas_e_jovens,Acolhimento familiar e adoção de crianças e jovens,"Propostas sobre acolhimento familiar, adoção, proteção de crianças e jovens e apoio às famílias nesse contexto.",53,strong,0.741367,0.781354,0.796459,0.81404,0.850477,0.849113,0.7865,1011;1233;1248;1436;1437;1439;1441;1640;1739;1741;1744;1746;1783;1802;2016;209;2113;2114;2150;2179;2335;2442;2698;2705;2707;2796;2797;2863;294;2965;3117;3368;3947;4167;4296;456;461;4781;5037;5234;5237;5391;5467;5476;5484;5526;5548;5549;5570;5571;569;652;673
taxonomy_v2,19,educacao_e_inclusao_social,Educação e Inclusão Social,apoio_social_e_alojamento_para_estudantes_do_ensino_superior,Apoio Social e Alojamento para Estudantes do Ensino Superior,"Propostas relacionadas com medidas de apoio social, alojamento e complementos para estudantes do ensino superior, visando reduzir custos e promover equidade.",46,strong,0.742663,0.802405,0.817543,0.832424,0.867045,0.862165,0.8075,1170;1175;1259;1357;1420;1505;1533;1558;1782;1908;1923;1945;2089;2118;2210;2370;2446;2453;2547;2558;256;259;2648;2800;2872;2877;3045;3301;389;4084;4157;4176;4375;4377;450;4685;4805;4898;5299;530;5357;606;645;765;890;955
taxonomy_v2,20,educacao_e_inclusao_social,Educação e Inclusão Social,associativismo_juvenil_e_participacao_civica_dos_jovens,Associativismo juvenil e participação cívica dos jovens,"Propostas sobre organizações juvenis, conselhos municipais de juventude, Conselho Nacional de Juventude e participação cívica dos jovens.",4,low,0.841852,0.849013,0.856174,0.877656,0.903185,0.894709,0.8,3184;4159;4368;5426
taxonomy_v2,21,educacao_e_inclusao_social,Educação e Inclusão Social,carreira_e_progressao_dos_docentes,Carreira e progressão dos docentes,"Propostas que abordam a carreira, progressão, tempo de serviço e condições laborais dos professores e docentes em geral.",95,strong,0.760234,0.773896,0.789978,0.828868,0.866352,0.858565,0.78,1004;1058;1128;1130;116;1208;1243;1286;1354;1403;1493;1519;1523;1602;1606;1608;1697;17;1709;1723;1753;1776;1785;1851;1924;1959;1961;1982;1990;2046;2060;2142;2230;2231;2285;23;2302;2309;2342;236;239;2402;26;2612;2664;2736;2743;2745;2805;2883;2894;2948;296;2969;2997;3044;3128;3129;3150;3182;3209;325;326;3275;340;345;3856;4002;4005;4090;452;4667;470;483;491;493;5068;509;5091;511;512;5199;5202;5322;5350;5366;5406;5461;553;5575;5608;660;710;741;921
taxonomy_v2,22,educacao_e_inclusao_social,Educação e Inclusão Social,carreiras_e_valorizacao_dos_assistentes_escolares,Carreiras e valorização dos assistentes escolares,"Propostas relacionadas com a criação, valorização e regulamentação das carreiras dos assistentes operacionais e técnicos nas escolas.",26,strong,0.781065,0.834986,0.839039,0.851621,0.897427,0.889497,0.829,120;1346;1392;1464;1527;1596;1603;1605;1612;1613;1745;1777;1960;2562;2620;2628;2903;327;398;4451;4473;701;712;779;923;937
taxonomy_v2,23,educacao_e_inclusao_social,Educação e Inclusão Social,educacao_inclusiva_e_apoio_a_alunos_com_necessidades_especiais,Educação inclusiva e apoio a alunos com necessidades especiais,"Iniciativas que recomendam melhorias no regime jurídico da educação inclusiva, formação de professores e recursos para alunos com deficiência.",19,strong,0.743189,0.826742,0.837418,0.851523,0.892521,0.878335,0.8274,11;121;1978;34;387;476;487;489;559;565;572;713;733;785;786;850;919;926;958
taxonomy_v2,24,educacao_e_inclusao_social,Educação e Inclusão Social,ensino_da_lingua_portuguesa_e_manuais_escolares,Ensino da língua portuguesa e manuais escolares,"Propostas que abordam o ensino do português, acesso ao ensino no estrangeiro e a disponibilização de manuais escolares para alunos.",42,strong,0.791309,0.815879,0.817287,0.829671,0.846281,0.844676,0.8073,1013;113;1397;1555;1601;2127;2276;2278;2300;2304;2313;232;2339;2363;2367;2398;2455;2458;2552;2610;2634;2681;2717;2753;2842;2977;2994;3017;3076;3431;361;3768;473;5077;5224;5240;5356;5374;5485;5599;707;801
taxonomy_v2,25,educacao_e_inclusao_social,Educação e Inclusão Social,financiamento_e_acesso_as_refeicoes_escolares,Financiamento e acesso às refeições escolares,Propostas que recomendam atualização do financiamento público e garantia de acesso às refeições escolares para crianças e jovens.,15,strong,0.840459,0.840917,0.847033,0.873948,0.891785,0.889106,0.837,1174;1569;1570;1575;201;4074;54;5481;5491;561;60;974;986;996;997
taxonomy_v2,26,educacao_e_inclusao_social,Educação e Inclusão Social,gratuidade_e_limitacao_de_propinas_no_ensino_superior,Gratuidade e Limitação de Propinas no Ensino Superior,"Propostas legislativas focadas na eliminação, redução ou limitação das propinas e outras taxas no ensino superior público para facilitar o acesso dos estudantes.",21,strong,0.832986,0.841572,0.843158,0.899116,0.916924,0.90634,0.8332,1964;2003;2168;2171;2186;2671;2781;2841;358;416;4204;4293;4415;4831;522;5393;5501;613;615;758;885
taxonomy_v2,27,educacao_e_inclusao_social,Educação e Inclusão Social,identidade_e_expressao_de_genero_no_contexto_escolar,Identidade e expressão de género no contexto escolar,"Propostas que tratam da autodeterminação da identidade de género, expressão de género e proteção das características sexuais no âmbito escolar.",47,strong,0.711401,0.767101,0.775355,0.796301,0.816792,0.822236,0.7654,1111;1117;1129;1159;1171;1203;1256;1310;1365;1366;1367;1376;1391;1476;1556;1586;1680;1684;1686;1762;1857;2002;2158;2205;2332;2420;2422;2487;2545;2561;2591;2676;2730;2744;2822;289;2971;2975;3072;3079;3115;3133;3264;437;5492;648;743
taxonomy_v2,28,educacao_e_inclusao_social,Educação e Inclusão Social,inclusao_de_estudantes_com_necessidades_educativas_especificas_no_ensino_superior,Inclusão de estudantes com necessidades educativas específicas no ensino superior,Propostas que estabelecem regimes jurídicos e promovem a inclusão e autonomia de estudantes com necessidades educativas específicas no ensino superior.,21,strong,0.751833,0.763178,0.770281,0.817114,0.859162,0.853943,0.7603,1056;1085;1196;1481;1590;1598;1664;1800;1814;1823;3;3002;3632;4371;4554;5376;5415;5500;596;739;857
taxonomy_v2,29,educacao_e_inclusao_social,Educação e Inclusão Social,integracao_e_carreira_na_administracao_publica,Integração e carreira na administração pública,"Propostas que tratam da integração de trabalhadores, requalificação, carreira e condições laborais na administração pública.",27,strong,0.713039,0.768549,0.800968,0.835431,0.863772,0.849721,0.791,1265;1487;1696;1790;224;227;277;290;307;3071;3073;3700;3901;406;412;4573;4684;5028;5185;5267;5375;5380;5383;5463;5544;5601;5606
taxonomy_v2,30,educacao_e_inclusao_social,Educação e Inclusão Social,organizacao_escolar_e_dimensao_das_turmas,Organização escolar e dimensão das turmas,"Propostas sobre dimensão das turmas, organização escolar, ensino artístico especializado e funcionamento dos estabelecimentos de ensino.",8,medium,0.733545,0.807484,0.881424,0.953705,0.961586,0.934265,0.86,2593;3096;3775;5166;5496;5497;5550;5551
taxonomy_v2,31,educacao_e_inclusao_social,Educação e Inclusão Social,rede_publica_de_creches_e_educacao_infantil,Rede pública de creches e educação infantil,Propostas para criação e expansão de redes públicas de creches garantindo acesso e qualidade na educação infantil.,51,strong,0.752653,0.819934,0.835357,0.861861,0.884847,0.881571,0.8254,1143;1230;1231;1238;1245;1414;1535;1637;1657;1793;1797;184;1919;1984;2056;2101;2190;2287;2428;2549;2550;2624;2662;2682;2742;2773;2778;2840;2956;2957;3004;3036;3098;3640;3641;384;390;403;420;4320;526;531;5517;5556;592;622;634;647;766;877;966
taxonomy_v2,32,educacao_e_inclusao_social,Educação e Inclusão Social,regime_juridico_e_gestao_das_instituicoes_de_ensino_superior,Regime jurídico e gestão das instituições de ensino superior,"Propostas que alteram o regime jurídico das instituições de ensino superior, incluindo gestão democrática, estatutos e organização interna.",30,strong,0.709162,0.713456,0.718616,0.804239,0.858934,0.852427,0.74,1023;1492;1494;1710;1829;1830;1835;2029;2266;238;2607;2609;2716;2777;2815;2943;3043;3565;377;465;501;5096;5183;5297;5386;556;5588;744;834;990
taxonomy_v2,33,educacao_e_inclusao_social,Educação e Inclusão Social,requalificacao_e_obras_em_escolas_basicas_e_secundarias,Requalificação e obras em escolas básicas e secundárias,"Propostas que recomendam ou solicitam obras de requalificação, reabilitação e melhoria das condições físicas de escolas básicas e secundárias.",49,strong,0.685236,0.76327,0.793597,0.849443,0.885789,0.866954,0.7836,1154;123;1725;1996;2364;2574;2721;2886;2887;2904;2911;2960;3152;3154;3157;3158;3199;3213;3257;3341;3523;3524;3528;3539;3547;3569;3574;3586;3635;3638;3643;4056;4057;4059;4245;4254;4257;4258;4443;4446;4453;4658;4660;4663;4665;4779;5030;5061;5454
taxonomy_v2,34,educacao_e_inclusao_social,Educação e Inclusão Social,saude_mental_em_escolas_e_ensino_superior,Saúde mental em escolas e ensino superior,"Propostas para criação de serviços de psicologia nas escolas e ensino superior, além de linhas de apoio para saúde mental.",19,strong,0.716921,0.81092,0.829506,0.850004,0.871811,0.866999,0.8195,1438;1803;2077;2119;2198;2316;2376;2447;2448;2499;2501;2580;2844;2934;3020;3088;3091;3192;6
taxonomy_v2,35,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",alteracoes_gerais_ao_codigo_do_irs,Alterações gerais ao Código do IRS,"Propostas que alteram o Código do Imposto sobre o Rendimento das Pessoas Singulares, incluindo escalões, deduções e regimes fiscais.",45,strong,0.770566,0.785669,0.801501,0.831149,0.861417,0.865364,0.7915,1071;1086;1091;1214;1228;1409;1497;1622;1630;1704;1761;1768;1769;18;1816;1826;1878;2185;2188;2223;2228;2551;280;2850;2884;2919;2936;2964;2983;304;3101;410;4125;429;445;459;4946;5082;573;579;72;769;82;873;912
taxonomy_v2,36,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",analise_e_recomendacoes_ao_programa_de_estabilidade_orcamental,Análise e Recomendações ao Programa de Estabilidade Orçamental,"Propostas que discutem, rejeitam ou recomendam alterações ao Programa de Estabilidade, abordando crescimento, investimento e políticas fiscais.",31,strong,0.740616,0.789568,0.80995,0.845021,0.867899,0.860105,0.7999,1316;1326;1331;1336;1717;1921;1922;1925;1962;2260;2261;2263;2350;2361;2362;2365;2556;2611;2615;2617;2695;2697;2942;2966;3389;3633;3658;3853;3896;3969;4798
taxonomy_v2,37,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",beneficios_fiscais_e_regimes_fiscais_setoriais,Benefícios fiscais e regimes fiscais setoriais,"Propostas sobre benefícios fiscais, isenções, regimes fiscais excecionais e medidas tributárias aplicadas a setores ou eventos específicos.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,5263
taxonomy_v2,38,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",concorrencia_e_regulacao_economica,Concorrência e regulação económica,"Propostas sobre defesa da concorrência, prescrição de processos concorrenciais, regulação económica e práticas de mercado.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,668
taxonomy_v2,39,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",controlo_de_precos_e_bens_essenciais,Controlo de preços e bens essenciais,"Propostas sobre monitorização, controlo ou regulação de preços de bens essenciais, incluindo cabazes alimentares e práticas especulativas.",6,medium,0.818891,0.840655,0.862419,0.909555,0.942006,0.922952,0.8524,1079;2093;2581;2587;2699;644
taxonomy_v2,40,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",deducoes_fiscais_para_dependentes_no_irs,Deduções fiscais para dependentes no IRS,Propostas que visam reforçar deduções e benefícios fiscais relacionados com dependentes e famílias no âmbito do IRS.,16,strong,0.774943,0.812225,0.827556,0.881023,0.910882,0.891928,0.8176,1009;1064;283;4169;4308;447;455;4555;5200;568;571;656;662;667;670;748
taxonomy_v2,41,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",financas_regionais_e_autonomias,Finanças regionais e autonomias,"Propostas sobre enquadramento orçamental, assistência financeira, taxas regionais e finanças públicas das regiões autónomas.",3,low,0.852778,0.85678,0.860781,0.872785,0.892792,0.888178,0.8,5385;5515;5591
taxonomy_v2,42,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",financiamento_e_beneficios_fiscais_dos_partidos_politicos,Financiamento e benefícios fiscais dos partidos políticos,"Propostas que tratam da regulação, redução ou eliminação de benefícios fiscais e subvenções públicas atribuídas a partidos políticos e campanhas eleitorais.",15,strong,0.867166,0.86813,0.869461,0.884748,0.906929,0.908732,0.8595,1899;2045;2058;2065;2409;2412;2710;3000;4140;4164;4170;5106;5115;5159;5438
taxonomy_v2,43,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",orcamento_do_estado_e_disposicoes_gerais,Orçamento do Estado e disposições gerais,"Propostas referentes ao Orçamento do Estado, apresentadas pela Presidência do Conselho de Ministros, com disposições preliminares e gerais.",38,strong,0.717281,0.767937,0.778021,0.816193,0.842129,0.846641,0.768,1495;1623;1711;1866;1867;1893;2193;2220;2571;2582;309;3147;3339;3520;3966;4363;4428;4553;4565;4925;5116;5117;5125;5144;5201;5209;5246;5261;5264;5266;5279;5283;5298;5382;5401;5527;627;94
taxonomy_v2,44,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",pagamentos_em_atraso_e_compromissos_do_estado,Pagamentos em atraso e compromissos do Estado,"Propostas que abordam a problemática dos atrasos nos pagamentos do Estado a fornecedores e outras entidades, incluindo revogação da legislação relacionada.",16,strong,0.824004,0.82565,0.827642,0.836763,0.85453,0.866092,0.8176,28;292;315;317;4818;503;5196;5287;5318;532;5320;5348;5371;5511;612;814
taxonomy_v2,45,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",protecao_do_consumidor_financeiro_e_servicos_a_distancia,Proteção do consumidor financeiro e serviços à distância,"Propostas sobre transparência, contratação à distância e proteção dos consumidores no acesso a serviços financeiros.",2,low,0.944118,0.944118,0.944118,0.944118,0.944118,0.944118,0.82,2783;5416
taxonomy_v2,46,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",reducao_da_taxa_de_iva_sobre_eletricidade_e_gas,Redução da Taxa de IVA sobre Eletricidade e Gás,Propostas que visam reduzir a taxa do Imposto sobre o Valor Acrescentado (IVA) aplicada aos consumos de eletricidade e gás para aliviar o custo para famílias e empresas.,22,strong,0.795026,0.826546,0.838984,0.864893,0.909789,0.900144,0.829,1236;1450;1645;1649;1774;1788;1904;2074;2094;2424;2482;2726;2766;2769;2818;2836;2914;3033;3056;5373;5379;546
taxonomy_v2,47,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",reforma_fiscal_e_tributacao_de_empresas,Reforma fiscal e tributação de empresas,"Propostas relacionadas com o código do IRC, benefícios fiscais, tributação de empresas e justiça fiscal.",63,strong,0.704485,0.75831,0.782295,0.816028,0.832091,0.834239,0.7723,1081;1095;1099;1333;1430;1455;1507;1548;1560;1617;1707;1870;1880;1910;2076;2122;2133;2149;220;2206;2451;2463;2530;2577;260;262;2802;2803;2878;2906;3032;3063;3953;4;4131;4174;4410;4580;4949;5119;5124;5189;5205;5225;5291;5324;5432;5433;5436;5437;5443;5448;5449;5478;5479;5483;5504;5557;5614;595;626;675;770
taxonomy_v2,48,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",reformas_e_regras_do_sistema_eleitoral_e_voto,Reformas e regras do sistema eleitoral e voto,"Propostas relacionadas com alterações às leis eleitorais, direitos dos eleitores, organização dos círculos eleitorais e processos de votação.",36,strong,0.737074,0.773629,0.776251,0.822727,0.841891,0.846892,0.7663,1048;1234;1386;1713;1759;1944;2;2109;2165;2195;2436;2437;2749;276;2767;2775;2791;2792;2794;2874;2929;3055;3118;3197;3562;3628;4281;4373;4551;5233;5249;5278;5462;5465;5559;636
taxonomy_v2,49,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",reformas_no_iva_e_obrigacoes_fiscais,Reformas no IVA e obrigações fiscais,"Propostas que tratam da simplificação, isenção e alterações no imposto sobre o valor acrescentado (IVA) e outras obrigações fiscais para empresas e sujeitos passivos.",61,strong,0.650137,0.756112,0.759209,0.797057,0.814248,0.808975,0.7492,1012;1065;1094;1173;1285;1289;1298;1407;1461;1486;1491;1772;1787;1815;2062;2079;2081;2082;2151;216;2170;2204;2219;2221;2429;2461;2592;2779;2780;2856;287;2928;2935;301;3016;3018;3048;3138;3458;4314;4391;454;4556;4579;5216;5228;5276;5289;5327;5333;5349;5352;5359;5408;5419;5486;5503;5562;672;678;681
